SECTION,STATION,SIGNAL NAME,CUMMULATIVE DISTANT(IN Meter)
TATA-BSP,TGM,TGM ADV STR,221568.44
TATA-BSP,TGM,L XING:235,222596.44
TATA-BSP,TGM,BMB DISTANT,225442.44
TATA-BSP,TGM,BMB INNR DIST,226525.44
TATA-BSP,TGM,NEU SEC AHEAD,226885.44
TATA-BSP,TGM,BMB HOME,227550.44
TATA-BSP,TGM,L XING:239,228202.44
TATA-BSP,BMB,BMB STR,228981.44
TATA-BSP,BMB,L XING:240,229096.44
TATA-BSP,BMB,BMB ADV STR,229859.44
TATA-BSP,BMB,BMB IB DIST,231484.44
TATA-BSP,BMB,L XING:243,232207.44
TATA-BSP,BMB,BMB IB-INR-DIST,232527.44
TATA-BSP,BMB,BMB IB SIG,233509.44
TATA-BSP,BMB,DIH DISTANT,235593.44
TATA-BSP,BMB,DIH INNR DIST,236568.44
TATA-BSP,BMB,DIH HOME,237608.44
TATA-BSP,DIH,DIH STR,238679.44
TATA-BSP,DIH,DIH ADV STR,238849.44
TATA-BSP,DIH,L XING:247,239359.44
TATA-BSP,DIH,BEH DISTANT,241711.44
TATA-BSP,DIH,BEH INNR DIST,242694.44
TATA-BSP,DIH,BEH HOME,243706.44
TATA-BSP,DIH,L XING:249,244013.44
TATA-BSP,BEH,BEH STR,244954.44
TATA-BSP,BEH,BEH ADV STR,245263.44
TATA-BSP,BEH,GATE SIG,246450.44
TATA-BSP,BEH,L XING:250,246607.44
TATA-BSP,BEH,BEH IB DIST,248073.44
TATA-BSP,BEH,BEH IB-INR-DIST,249092.44
TATA-BSP,BEH,BEH IB SIG,250207.44
TATA-BSP,BEH,L XING:252,250593.44
TATA-BSP,BEH,PNPL HALT,251044.44
TATA-BSP,BEH,L XING:253,252601.44
TATA-BSP,BEH,DTV DISTANT,253802.44
TATA-BSP,BEH,DTV INNR DIST,254855.44
TATA-BSP,BEH,DTV HOME,255869.44
TATA-BSP,BEH,L XING:254,256214.44
TATA-BSP,DTV,DTV STR,257195.44
TATA-BSP,DTV,DTV INT STR,258392.44
TATA-BSP,DTV,DTV ADV STR,259106.44
TATA-BSP,DTV,NEU SEC AHEAD,260067.44
TATA-BSP,DTV,GATE INNR DIST,260446.44
TATA-BSP,DTV,JSGRY GATE SIG,261472.44
TATA-BSP,DTV,L XING:256,261607.44
TATA-BSP,DTV,JSGRY HOME,262463.44
TATA-BSP,JSGRY,JSGRY STR,263837.44
TATA-BSP,JSGRY,JSG HOME,264303.44
TATA-BSP,JSG,JSG STR,265685.44
TATA-BSP,JSG,JSG INT STR,266088.44
TATA-BSP,JSG,L XING:,266137.44
TATA-BSP,JSG,JSG ADV STR,266317.44
TATA-BSP,JSG,GATE SIG,266535.44
TATA-BSP,JSG,L XING:260,266788.44
TATA-BSP,JSG,GATE SIG,267657.44
TATA-BSP,JSG,L XING:261,267890.44
TATA-BSP,JSG,IB INR DIST,268952.44
TATA-BSP,JSG,IB SIG,269945.44
TATA-BSP,JSG,NEU SEC AHEAD,271785.44
TATA-BSP,JSG,IBSTN DIST,271815.44
TATA-BSP,JSG,IBSTN INNR DIST,272035.44
TATA-BSP,JSG,IBSTN HOME,273154.44
TATA-BSP,IB,IBSTN STR,274457.44
TATA-BSP,IB,BRJN HOME,274802.44
TATA-BSP,BRJN,BRJN STR,277329.44
TATA-BSP,BRJN,BRJN ADV STR,277882.44
TATA-BSP,BRJN,LJKR DIST,279316.44
TATA-BSP,BRJN,LJKR INNR DIST,280326.44
TATA-BSP,BRJN,LJKR HOME,281244.44
TATA-BSP,LJKR,LJKR STR,282408.44
TATA-BSP,LJKR,LJKR ADV STR,282766.44
TATA-BSP,LJKR,GATE SIG,283808.44
TATA-BSP,LJKR,L XING:267,284001.44
TATA-BSP,LJKR,BPH HOME,285004.44
TATA-BSP,LJKR,L XING:268,285252.44
TATA-BSP,BPH,BPH STR,286540.44
TATA-BSP,BPH,BPH ADV STR,286854.44
TATA-BSP,BPH,IB DIST,289263.44
TATA-BSP,BPH,IB INNR DIST,290330.44
TATA-BSP,BPH,IB SIG,291267.44
TATA-BSP,BPH,HGR DIST,296585.44
TATA-BSP,BPH,HGR INNR DIST,297628.44
TATA-BSP,BPH,HGR HOME,298615.44
TATA-BSP,BPH,L XING:274,298882.44
TATA-BSP,HGR,HGR STR,300004.44
TATA-BSP,HGR,HGR ADV STR,300427.44
TATA-BSP,HGR,ACBPL HOME,301663.44
TATA-BSP,ACBPL,ACBPL STR,302290.44
TATA-BSP,ACBPL,GATE SIG,302861.44
TATA-BSP,ACBPL,L XING:276,303053.44
TATA-BSP,ACBPL,DAO DIST,303924.44
TATA-BSP,ACBPL,DAO INNR DIST,304906.44
TATA-BSP,ACBPL,DAO HOME,305888.44
TATA-BSP,DAO,DAO STR,306974.44
TATA-BSP,DAO,DAO ADV STR,307137.44
TATA-BSP,DAO,NEU SEC AHEAD,308541.44
TATA-BSP,DAO,IB DIST,311141.44
TATA-BSP,DAO,IB INNR DIST,312229.44
TATA-BSP,DAO,IB SIG,313197.44
TATA-BSP,DAO,JMG DIST,316074.44
TATA-BSP,DAO,JMG INNR DIST,317032.44
TATA-BSP,DAO,JMG HOME,317994.44
TATA-BSP,JMG,JMG STR,319230.44
TATA-BSP,JMG,JMG ADV STR,319783.44
TATA-BSP,JMG,L XING:281,319881.44
TATA-BSP,JMG,IBH DIST,320819.44
TATA-BSP,JMG,IBH INNR DIST,321894.44
TATA-BSP,JMG,IBH SIG,322874.44
TATA-BSP,JMG,KRL DIST,323960.44
TATA-BSP,JMG,KRL INNR DIST,325011.44
TATA-BSP,JMG,KRL HOME,325923.44
TATA-BSP,JMG,L XING:283,326501.44
TATA-BSP,KRL,KRL STR,327559.44
TATA-BSP,KRL,KRL ADV STR,327868.44
TATA-BSP,KRL,L XING:284,328037.44
TATA-BSP,KRL,IBH DIST,331976.44
TATA-BSP,KRL,IBH INNR DIST,332970.44
TATA-BSP,KRL,IBH SIG,333989.44
TATA-BSP,KRL,GATE SIG,335055.44
TATA-BSP,KRL,L XING:287,335265.44
TATA-BSP,KRL,RIG HOME,335936.44
TATA-BSP,RIG,RIG STR,337574.44
TATA-BSP,RIG,RIG ADV STR,337916.44
TATA-BSP,RIG,JSPL DIST,338655.44
TATA-BSP,RIG,JSPL INNR DIST,339643.44
TATA-BSP,RIG,JSPL HOME,340631.44
TATA-BSP,JSPL,JSPL STR,341652.44
TATA-BSP,JSPL,NEU SEC AHEAD,341980.44
TATA-BSP,JSPL,KDTR INNR DIST,342505.44
TATA-BSP,JSPL,KDTR HOME,343517.44
TATA-BSP,KDTR,KDTR STR,344744.44
TATA-BSP,KDTR,KDTR ADV STR,345361.44
TATA-BSP,KDTR,L XING:293,345604.44
TATA-BSP,KDTR,IB DIST,347628.44
TATA-BSP,KDTR,IB INNR DIST,348632.44
TATA-BSP,KDTR,IBH SIG,349634.44
TATA-BSP,KDTR,BEF INNR DIST,350855.44
TATA-BSP,KDTR,NEU SEC AHEAD,351562.44
TATA-BSP,KDTR,BEF HOME,351887.44
TATA-BSP,KDTR,BEF R HOME,352776.44
TATA-BSP,KDTR,L XING:298,352962.44
TATA-BSP,BEF,BEF STR,353936.44
TATA-BSP,BEF,L XING:299,354051.44
TATA-BSP,BEF,BEF ADV STR,354141.44
TATA-BSP,BEF,GATE DIST,355033.44
TATA-BSP,BEF,GATE INNR DIST,356082.44
TATA-BSP,BEF,GATE SIG,357067.44
TATA-BSP,BEF,L XING:301,357252.44
TATA-BSP,BEF,SPGCL HOME,358882.44
TATA-BSP,SPGCL,SPGCL STR,359668.44
TATA-BSP,SPGCL,L XING:303,359888.44
TATA-BSP,SPGCL,ROB IN DIST,360906.44
TATA-BSP,SPGCL,ROB HOME,361828.44
TATA-BSP,SPGCL,L XING:305,362027.44
TATA-BSP,ROB,ROB STR,363330.44
TATA-BSP,ROB,ROB INT STR,363717.44
TATA-BSP,ROB,ROB ADV STR,364142.44
TATA-BSP,ROB,IB DIST,365640.44
TATA-BSP,ROB,IB INNR DIST,366660.44
TATA-BSP,ROB,NEU SEC AHEAD,366922.44
TATA-BSP,ROB,IB SIG,367886.44
TATA-BSP,ROB,GATE SIG,368370.44
TATA-BSP,ROB,L XING:311,368628.44
TATA-BSP,ROB,KHS INNR DIST,369413.44
TATA-BSP,ROB,KHS HOME,370424.44
TATA-BSP,KHS,KHS STR,371893.44
TATA-BSP,KHS,L XING:313,372026.44
TATA-BSP,KHS,KHS ADV STR,372361.44
TATA-BSP,KHS,JDI DIST,373413.44
TATA-BSP,KHS,JDI INNR DIST,374554.44
TATA-BSP,KHS,JDI HOME,375490.44
TATA-BSP,KHS,L XING:316,375738.44
TATA-BSP,JDI,JDI STR,376843.44
TATA-BSP,JDI,JDI ADV STR,377195.44
TATA-BSP,JDI,NEU SEC AHEAD,378687.44
TATA-BSP,JDI,IB DIST,380458.44
TATA-BSP,JDI,IB INNR DIST,381517.44
TATA-BSP,JDI,IB SIG,382552.44
TATA-BSP,JDI,GATE INNR DIST,384202.44
TATA-BSP,JDI,GATE SIG,385211.44
TATA-BSP,JDI,L XING:320,385449.44
TATA-BSP,JDI,SKT HOME,385714.44
TATA-BSP,JDI,L XING:321,386273.44
TATA-BSP,SKT,SKT STR,387052.44
TATA-BSP,SKT,SKT ADV STR,387485.44
TATA-BSP,SKT,GATE DIST,392311.44
TATA-BSP,SKT,GATE INNR DIST,393308.44
TATA-BSP,SKT,GATE SIG,394286.44
TATA-BSP,SKT,L XING:324,394474.44
TATA-BSP,SKT,IB SIG,394654.44
TATA-BSP,SKT,JETHA,395010.44
TATA-BSP,SKT,GATE DIST,395924.44
TATA-BSP,SKT,GATE INNR DIST,396904.44
TATA-BSP,SKT,GATE SIG,398028.44
TATA-BSP,SKT,L XING:326,398167.44
TATA-BSP,SKT,BUA DIST,398795.44
TATA-BSP,SKT,BUA INNR DIST,399796.44
TATA-BSP,SKT,BUA HOME,400754.44
TATA-BSP,SKT,L XING:328,401226.44
TATA-BSP,BUA,BUA STR,402110.44
TATA-BSP,BUA,BUA ADV STR,402804.44
TATA-BSP,BUA,SGRD DIST,406125.44
TATA-BSP,BUA,SGRD INNR DIST,407137.44
TATA-BSP,BUA,SGRD HOME,408198.44
TATA-BSP,SRGD,SGRD STR,409465.44
TATA-BSP,SRGD,SGRD ADV STR,409791.44
TATA-BSP,SRGD,GATE SIG,411036.44
TATA-BSP,SRGD,L XING:334,412734.44
TATA-BSP,SRGD,GATE INNR DIST,413755.44
TATA-BSP,SRGD,L XING:335,415127.44
TATA-BSP,SRGD,GATE SIG,415183.44
TATA-BSP,SRGD,CPH HOME,415568.44
TATA-BSP,CPH,CPH STR,417492.44
TATA-BSP,CPH,L XING:338,418016.44
TATA-BSP,CPH,CPH ADV STR,418177.44
TATA-BSP,CPH,A:AJ115,419229.44
TATA-BSP,CPH,A:AJ111,420266.44
TATA-BSP,CPH,A:AJ107,421347.44
TATA-BSP,CPH,A:AJ103,422367.44
TATA-BSP,CPH,A:AJ99,423390.44
TATA-BSP,CPH,A:AJ95,424444.44
TATA-BSP,CPH,A:AJ91,425779.44
TATA-BSP,CPH,NIA HOME,426901.44
TATA-BSP,NIA,NIA STR,428455.44
TATA-BSP,NIA,L XING:345,428621.44
TATA-BSP,NIA,NIA ADV STR,429194.44
TATA-BSP,NIA,A:AJ87,430311.44
TATA-BSP,NIA,A:AJ83,431601.44
TATA-BSP,NIA,A:AJ79,432863.44
TATA-BSP,NIA,NEU SEC AHEAD,433582.44
TATA-BSP,NIA,A:AJ75,434288.44
TATA-BSP,NIA,KPNA PH,434959.44
TATA-BSP,NIA,SAG:AJ71,435318.44
TATA-BSP,NIA,L XING:348,435581.44
TATA-BSP,NIA,A:AJ67,436757.44
TATA-BSP,NIA,A:AJ63,437834.44
TATA-BSP,NIA,A:AJ59,438993.44
TATA-BSP,NIA,SAG:AJ55,440085.44
TATA-BSP,NIA,L XING:351,440370.44
TATA-BSP,NIA,A:AJ51,441071.44
TATA-BSP,NIA,AKT HOME,442138.44
TATA-BSP,AKT,AKT STR,443394.44
TATA-BSP,AKT,AKT ADV STR,443749.44
TATA-BSP,AKT,LATIA HOME,444585.44
TATA-BSP,AKT,L XING:354,445298.44
TATA-BSP,LATIA,LATIA STR,445411.44
TATA-BSP,LATIA,A:AJ45,446588.44
TATA-BSP,LATIA,L XING:355,446813.44
TATA-BSP,LATIA,A:AJ41,447897.44
TATA-BSP,LATIA,KTSH,448615.44
TATA-BSP,LATIA,A:AJ37,449122.44
TATA-BSP,LATIA,A:AJ33,450324.44
TATA-BSP,LATIA,A:AJ29,451392.44
TATA-BSP,LATIA,A:AJ25,452687.44
TATA-BSP,LATIA,A:AJ21,453978.44
TATA-BSP,LATIA,JRMG HOME,455384.44
TATA-BSP,LATIA,L XING:360,455598.44
TATA-BSP,JRMG,JRMG STR,456510.44
TATA-BSP,JRMG,JRMG ADV STR,456825.44
TATA-BSP,JRMG,NEU SEC AHEAD,457442.44
TATA-BSP,JRMG,A:AJ17,458140.44
TATA-BSP,JRMG,L XING:361,458343.44
TATA-BSP,JRMG,A:AJ13,459453.44
TATA-BSP,JRMG,A:AJ09,460589.44
TATA-BSP,JRMG,GTW HOME,461838.44
TATA-BSP,JRMG,GTW INT HOME,462911.44
TATA-BSP,GTW,GTW STR,464205.44
TATA-BSP,GTW,GTW ADV STR,464442.44
TATA-BSP,GTW,A:AJ5,465930.44
TATA-BSP,GTW,A:AJ1,466968.44
TATA-BSP,GTW,BSP HOME,468064.44
TATA-BSP,GTW,BSP INT HOME,468450.44
TATA-BSP,BSP,BSP STR,470254.88
BSP-NGP,BSP,BSP STR,0
BSP-NGP,BSP,INT STR,1039
BSP-NGP,BSP,INT STR,2882
BSP-NGP,BSP,BSP ADV STR,3397
BSP-NGP,BSP,NEU SEC,3915
BSP-NGP,BSP,A:AR1,4343
BSP-NGP,BSP,DPH HOME,5303
BSP-NGP,DPH,DPH STR,7112
BSP-NGP,DPH,DPH ADV STR,7726
BSP-NGP,DPH,A:AR5,9473
BSP-NGP,DPH,CHBT PH,10110
BSP-NGP,DPH,A:AR9,10560
BSP-NGP,DPH,A:AR13,11594
BSP-NGP,DPH,A:AR17,12653
BSP-NGP,DPH,SA G:AR21,13677
BSP-NGP,DPH,L XING:372,13887
BSP-NGP,DPH,BYL HOME,14491
BSP-NGP,BYL,BYL STR,16090
BSP-NGP,BYL,L XING:373,16267
BSP-NGP,BYL,BYL ADV STR,16691
BSP-NGP,BYL,SA G:AR25,17396
BSP-NGP,BYL,L XING:374,17641
BSP-NGP,BYL,A:AR29,18435
BSP-NGP,BYL,A:AR33,19410
BSP-NGP,BYL,SA G:AR37,20462
BSP-NGP,BYL,L XING:375,20668
BSP-NGP,BYL,DGS HOME,21076
BSP-NGP,DGS,DGS STR,22449
BSP-NGP,DGS,DGS ADV STR,23019
BSP-NGP,DGS,SA G:AR41,23284
BSP-NGP,DGS,L XING:376,23531
BSP-NGP,DGS,A:AR45,24473
BSP-NGP,DGS,A:AR49,25623
BSP-NGP,DGS,A:AR57,27064
BSP-NGP,DGS,A:AR61,28104
BSP-NGP,DGS,NEU SEC,28482
BSP-NGP,DGS,A:AR65,29463
BSP-NGP,DGS,NPI HOME,30718
BSP-NGP,DGS,L XING:378,31158
BSP-NGP,NPI,NPI STR,32216
BSP-NGP,NPI,NPI ADV STR,32728
BSP-NGP,NPI,L XING:379,34520
BSP-NGP,NPI,GATE DIST,34595
BSP-NGP,NPI,GATE INNR DIST,35619
BSP-NGP,NPI,GATE SIG,36639
BSP-NGP,NPI,L XING:380,36781
BSP-NGP,NPI,IB DIST,38267
BSP-NGP,NPI,IB-INR-DIST,39242
BSP-NGP,NPI,IBH SIG,40266
BSP-NGP,NPI,L XING:382,40851
BSP-NGP,NPI,BYT DISTANT,43017
BSP-NGP,NPI,INNR DIST,44075
BSP-NGP,NPI,NEU SEC,44592
BSP-NGP,NPI,BYT HOME,45620
BSP-NGP,BYT,BYT STR,46968
BSP-NGP,BYT,BYT INT STR,48065
BSP-NGP,BYT,L XING:385,48216
BSP-NGP,BYT,BYT ADV STR,48436
BSP-NGP,BYT,GATE SIG,50052
BSP-NGP,BYT,L XING:386,50233
BSP-NGP,BYT,GATE INNR DIST,50806
BSP-NGP,BYT,GATE SIG,51808
BSP-NGP,BYT,L XING:387,51987
BSP-NGP,BYT,IB DIST,52814
BSP-NGP,BYT,IB-INR-DIST,53852
BSP-NGP,BYT,IBH SIG,54881
BSP-NGP,BYT,L XING:389,56224
BSP-NGP,BYT,HN EAST DIST,57097
BSP-NGP,BYT,HN INNR DIST,58098
BSP-NGP,BYT,HN EAST HOME,59440
BSP-NGP,BYT,L XING:390,60021
BSP-NGP,BYT,HN HOME,60892
BSP-NGP,HN,HN STR,62060
BSP-NGP,HN,L XING:391,62271
BSP-NGP,HN,HN ADV STR,62664
BSP-NGP,HN,GATE SIG,63606
BSP-NGP,HN,L XING:392,63839
BSP-NGP,HN,IB DIST,64271
BSP-NGP,HN,IB-INR-DIST,65352
BSP-NGP,HN,IBH SIG,66367
BSP-NGP,HN,L XING:394,67602
BSP-NGP,HN,L XING:395,68699
BSP-NGP,HN,TLD DISTANT,69064
BSP-NGP,HN,TLD INNR DIST,70156
BSP-NGP,HN,NEU SEC,70510
BSP-NGP,HN,TLD HOME,71402
BSP-NGP,TLD,TLD STR,72869
BSP-NGP,TLD,L XING:398,73051
BSP-NGP,TLD,TLD ADV STR,73204
BSP-NGP,TLD,BKTHE DISTANT,74440
BSP-NGP,TLD,L XING:399,74621
BSP-NGP,TLD,BKTHE INNR DIST,75401
BSP-NGP,TLD,BKTHE HOME,76574
BSP-NGP,BKTHE,BKTHE STR,77595
BSP-NGP,BKTHE,BKTHW HOME,79049
BSP-NGP,BKTHW,BKTHW STR,79837
BSP-NGP,BKTHW,GATE SIG,80078
BSP-NGP,BKTHW,L XING:401,80287
BSP-NGP,BKTHW,GATE INNR DIST,81393
BSP-NGP,BKTHW,GATE SIG,82458
BSP-NGP,BKTHW,L XING:403,82635
BSP-NGP,BKTHW,IBH SIG,83457
BSP-NGP,BKTHW,GATE SIG,84318
BSP-NGP,BKTHW,L XING:404,84524
BSP-NGP,BKTHW,SLH HOME,85733
BSP-NGP,SLH,SLH STR,87221
BSP-NGP,SLH,L XING:405,87495
BSP-NGP,SLH,SLH ADV STR,87737
BSP-NGP,SLH,L XING:406,89177
BSP-NGP,SLH,IB DIST,91185
BSP-NGP,SLH,IB-INR-DIST,92216
BSP-NGP,SLH,IBH SIG,93248
BSP-NGP,SLH,MDH DISTANT,95633
BSP-NGP,SLH,MDH INNR DIST,96532
BSP-NGP,SLH,MDH HOME,97469
BSP-NGP,MDH,MDH STR,98558
BSP-NGP,MDH,MDH ADV STR,99051
BSP-NGP,MDH,IB DIST,99780
BSP-NGP,MDH,IB-INR-DIST,100754
BSP-NGP,MDH,IBH SIG,102114
BSP-NGP,MDH,URK INNR DIST,103039
BSP-NGP,MDH,NEU SEC,103454
BSP-NGP,MDH,URK HOME,104204
BSP-NGP,MDH,L XING:414,104756
BSP-NGP,URK,URK STR,105887
BSP-NGP,URK,URK ADV STR,106428
BSP-NGP,URK,L XING:415,106465
BSP-NGP,URK,GATE INNR,107464
BSP-NGP,URK,WRS PH,107876
BSP-NGP,URK,GATE SIG,108366
BSP-NGP,URK,L XING:417,108561
BSP-NGP,URK,R HOME,109395
BSP-NGP,R,R STR,110839
BSP-NGP,R,R ADV STR,111502
BSP-NGP,R,A:A401,112662
BSP-NGP,R,SRWN PH,113514
BSP-NGP,R,SA G:A399,113672
BSP-NGP,R,L XING:419,113860
BSP-NGP,R,A:A397,114797
BSP-NGP,R,SZB HOME,115919
BSP-NGP,SZB,SZB STR,117106
BSP-NGP,SZB,SZB ADV STR,117711
BSP-NGP,SZB,NEU SEC,118344
BSP-NGP,SZB,A:A395,118845
BSP-NGP,SZB,A:A393,119793
BSP-NGP,SZB,SA G:A391,121428
BSP-NGP,SZB,L XING:429,121629
BSP-NGP,SZB,KMI HOME,121862
BSP-NGP,KMI,KMI STR,123222
BSP-NGP,KMI,KMI ADV STR,123791
BSP-NGP,KMI,L XING:430,123883
BSP-NGP,KMI,A:A389,125026
BSP-NGP,KMI,A:A387,126219
BSP-NGP,KMI,CCBIN HOME,127324
BSP-NGP,KMI,CCBIN STR,127847
BSP-NGP,KMI,GCBIN HOME,128931
BSP-NGP,GCBIN,GCBIN STR,129896
BSP-NGP,GCBIN,GCBIN ADV STR,130412
BSP-NGP,GCBIN,A:A385,131396
BSP-NGP,GCBIN,BIA HOME,132599
BSP-NGP,BIA,BIA STR,134221
BSP-NGP,BIA,BIA ADV STR,134973
BSP-NGP,BIA,NEU SEC,135550
BSP-NGP,BIA,SA G:A379,136418
BSP-NGP,BIA,L XING:440,136761
BSP-NGP,BIA,A:A377,137801
BSP-NGP,BIA,BPHB PH,138589
BSP-NGP,BIA,A:A375,139010
BSP-NGP,BIA,A:A373,140284
BSP-NGP,BIA,BQR HOME,141491
BSP-NGP,BQR,BQR STR,143251
BSP-NGP,BQR,BQR ADV STR,143820
BSP-NGP,BQR,DLBS HOME,145300
BSP-NGP,BQR,DURG HOME,146214
BSP-NGP,BQR,DURG INT HOME,146584
BSP-NGP,DURG,DURG STR,147926
BSP-NGP,DURG,DURG ADV STR,148421
BSP-NGP,DURG,SA G:A361,149353
BSP-NGP,DURG,L XING:,149564
BSP-NGP,DURG,SA G:A359,150688
BSP-NGP,DURG,L XING:,150873
BSP-NGP,DURG,A:A357,152527
BSP-NGP,DURG,RSM HOME,154199
BSP-NGP,RSM,RSM STR,155870
BSP-NGP,RSM,RSM ADV STR,156284
BSP-NGP,RSM,NEU SEC,158119
BSP-NGP,RSM,SA G:A351,159048
BSP-NGP,RSM,L XING:,159325
BSP-NGP,RSM,A:A349,160395
BSP-NGP,RSM,SA G:A347,162004
BSP-NGP,RSM,L XING:,162180
BSP-NGP,RSM,MUP HOME,162415
BSP-NGP,MUP,MUP STR,163509
BSP-NGP,MUP,L XING:,163783
BSP-NGP,MUP,A:A345,165959
BSP-NGP,MUP,A:A343,167661
BSP-NGP,MUP,PMS HOME,169178
BSP-NGP,PMS,PMS STR,170390
BSP-NGP,PMS,PMS INT STR,170773
BSP-NGP,PMS,PMS ADV STR,171229
BSP-NGP,PMS,A:A341,173028
BSP-NGP,PMS,A:A339,174850
BSP-NGP,PMS,DJ OPEN,175215
BSP-NGP,PMS,RJN HOME,177343
BSP-NGP,PMS,L XING:,177639
BSP-NGP,RJN,RJN STR,178499
BSP-NGP,RJN,RJN ADV STR,178955
BSP-NGP,RJN,A:A335,179620
BSP-NGP,RJN,A:A333,181143
BSP-NGP,RJN,A:A331,182302
BSP-NGP,RJN,A:A329,183759
BSP-NGP,RJN,SA G:A327,185469
BSP-NGP,RJN,L XING:,185662
BSP-NGP,RJN,SA G:A325,187213
BSP-NGP,RJN,L XING:,187418
BSP-NGP,RJN,BAKL HOME,187695
BSP-NGP,BAKL,BAKL STR,189009
BSP-NGP,BAKL,BAKL ADV STR,189419
BSP-NGP,BAKL,L XING:,189813
BSP-NGP,BAKL,SA G:A317,190991
BSP-NGP,BAKL,L XING:,191150
BSP-NGP,BAKL,SA G:A315,192653
BSP-NGP,BAKL,L XING:,192897
BSP-NGP,BAKL,SA G:A313,193694
BSP-NGP,BAKL,L XING:,193891
BSP-NGP,BAKL,A:A311,195000
BSP-NGP,BAKL,MUA HOME,195981
BSP-NGP,MUA,MUA STR,197095
BSP-NGP,MUA,L XING:,197253
BSP-NGP,MUA,MUA ADV STR,197593
BSP-NGP,MUA,DJ OPEN,198771
BSP-NGP,MUA,A:A305,199446
BSP-NGP,MUA,A:A303,200501
BSP-NGP,MUA,A:A301,201523
BSP-NGP,MUA,JTR HOME,202594
BSP-NGP,JTR,JTR STR,203807
BSP-NGP,JTR,JTR ADV STR,204223
BSP-NGP,JTR,L XING:,204446
BSP-NGP,JTR,A:A293,205536
BSP-NGP,JTR,SA G:A291,206995
BSP-NGP,JTR,L XING:,207169
BSP-NGP,JTR,DGG HOME,208718
BSP-NGP,DGG,DGG STR,210104
BSP-NGP,DGG,DGG ADV STR,210711
BSP-NGP,DGG,A:A289,211976
BSP-NGP,DGG,A:A287,212962
BSP-NGP,DGG,SA G:A285,214220
BSP-NGP,DGG,L XING:,214434
BSP-NGP,DGG,SA G:A283,215450
BSP-NGP,DGG,L XING:,215668
BSP-NGP,DGG,PJB HOME,216732
BSP-NGP,PJB,PJB STR,217899
BSP-NGP,PJB,PJB ADV STR,218227
BSP-NGP,PJB,SA G:A215,220099
BSP-NGP,PJB,L XING:,220307
BSP-NGP,PJB,DJ OPEN,220511
BSP-NGP,PJB,A:A213,222764
BSP-NGP,PJB,A :A211,224569
BSP-NGP,PJB,BTL HOME,225599
BSP-NGP,BTL,BTL STR,226652
BSP-NGP,BTL,L XING:,226753
BSP-NGP,BTL,BTL ADV STR,227333
BSP-NGP,BTL,A:A207,229118
BSP-NGP,BTL,SA G:A205,230172
BSP-NGP,BTL,L XING:,230464
BSP-NGP,BTL,A:A203,231173
BSP-NGP,BTL,A:A201,232205
BSP-NGP,BTL,DKS HOME,233244
BSP-NGP,DKS,DKS STR,234343
BSP-NGP,DKS,DKS ADV STR,234558
BSP-NGP,DKS,A:A199,236600
BSP-NGP,DKS,A:A197,237949
BSP-NGP,DKS,SA G:A195,239164
BSP-NGP,DKS,L XING:,239397
BSP-NGP,DKS,A:A193,240404
BSP-NGP,DKS,SA G:A191,241423
BSP-NGP,DKS,L XING:,241634
BSP-NGP,DKS,A:A189,242515
BSP-NGP,DKS,DJ OPEN,242988
BSP-NGP,DKS,SA G:A187,243442
BSP-NGP,DKS,L XING:,243874
BSP-NGP,DKS,SKS HOME,244543
BSP-NGP,SKS,SKS STR,245631
BSP-NGP,SKS,L XING:,245898
BSP-NGP,SKS,SKS ADV STR,246004
BSP-NGP,SKS,L XING:,246605
BSP-NGP,SKS,A:A185,247248
BSP-NGP,SKS,SA G:A183,248276
BSP-NGP,SKS,L XING:,248494
BSP-NGP,SKS,A:A181,248771
BSP-NGP,SKS,SA G:A179,250172
BSP-NGP,SKS,L XING:,250397
BSP-NGP,SKS,A:A177,251192
BSP-NGP,SKS,DNL HOME,252267
BSP-NGP,SKS,L XING:,252500
BSP-NGP,DNL,DNL STR,253633
BSP-NGP,DNL,DNL ADV STR,253923
BSP-NGP,DNL,A:A171,255049
BSP-NGP,DNL,SA G:A169,256010
BSP-NGP,DNL,L XING:,256268
BSP-NGP,DNL,SA G:A167,257225
BSP-NGP,DNL,L XING:,257435
BSP-NGP,DNL,AGN HOME,259580
BSP-NGP,DNL,L XING:,259792
BSP-NGP,AGN,AGN STR,260838
BSP-NGP,AGN,AGN ADV STR,261195
BSP-NGP,AGN,SA G:A165,262586
BSP-NGP,AGN,L XING:,262780
BSP-NGP,AGN,DJ OPEN,263007
BSP-NGP,AGN,A:A163,264418
BSP-NGP,AGN,SA G:A161,265598
BSP-NGP,AGN,L XING:,265834
BSP-NGP,AGN,SA G:A159,268114
BSP-NGP,AGN,L XING:,268318
BSP-NGP,AGN,A:A157,269518
BSP-NGP,AGN,GDM HOME,270521
BSP-NGP,GDM,GDM STR,271603
BSP-NGP,GDM,GDM ADV STR,272072
BSP-NGP,GDM,L XING:503,272264
BSP-NGP,GDM,SA G:A153,273288
BSP-NGP,GDM,L XING:,273475
BSP-NGP,GDM,A:A151,275594
BSP-NGP,GDM,SA G:A149,276802
BSP-NGP,GDM,L XING:,277011
BSP-NGP,GDM,A:A147,278349
BSP-NGP,GDM,A:A145,279834
BSP-NGP,GDM,DJ OPEN,280462
BSP-NGP,GDM,SA G:A143,280824
BSP-NGP,GDM,L XING:,281038
